500000 4000
29649 179062 50
29650 300755 78
29689 68737 177
29694 374321 119
29702 150964 197
29723 398529 10
29737 90443 25
29741 190497 47
29748 182754 162
29768 153552 114
29769 45824 171
29773 322289 65
29810 482998 71
29828 441906 192
29920 330678 95
29927 47602 27
29939 386426 47
29952 84519 24
29984 295386 110
29988 86198 177
29993 97020 184
30026 219189 67
30031 366938 35
30033 387543 154
30038 94048 39
30043 488488 129
30044 229376 148
30049 54604 148
30059 367035 117
30099 55784 89
30126 201731 169
30132 244132 47
30135 417458 146
30151 461327 109
30177 128672 47
30200 163073 154
30239 40091 82
30251 197925 1
30272 416049 12
30300 413588 154
30332 99414 176
30334 408432 116
30347 80718 107
30352 8936 39
30387 455249 168
30394 63959 36
30398 464067 33
30418 17539 191
30421 402192 21
30480 159104 143
30492 334668 37
30494 312481 188
30497 381876 151
30513 166039 183
30528 184724 191
30532 160242 43
30550 129128 110
30561 115108 1
30571 209202 208
30575 471448 111
30584 336050 75
30605 317984 208
30610 181576 187
30611 383436 177
30621 363768 161
30633 8582 34
30651 213445 3
30689 481521 53
30707 20878 109
30720 305729 45
30744 169698 157
30758 382401 181
30803 12728 201
30829 455116 207
30871 310687 70
30875 380884 41
30894 70806 145
30909 56570 158
30948 29820 146
30963 275616 199
30991 176434 113
30992 482708 44
31016 63936 120
31023 282456 68
31026 191453 51
31080 4904 209
31081 151642 50
31114 434704 125
31117 107508 81
31141 78773 78
31176 335140 75
31186 189820 181
31204 92606 61
31206 340783 105
31225 296997 119
31246 293089 206
31256 128616 95
31259 458500 191
31261 30050 202
31264 155335 193
31269 318478 43
31275 406878 109
31300 228092 9
31328 275054 127
31344 152225 105
31355 257860 209
31369 467504 65
31373 94832 217
31401 246664 40
31434 279648 168
31440 281010 2
31442 396747 68
31459 378992 84
31476 147122 182
31484 204074 163
31515 55628 178
31524 482551 137
31538 31223 161
31544 322734 145
31555 86882 39
31565 345800 13
31590 424640 176
31616 162403 105
31626 418150 71
31629 455277 23
31639 222756 6
31670 145571 145
31679 348788 83
31682 32100 193
31690 303162 69
31705 98904 37
31709 133531 8
31711 371426 201
31769 190034 208
31822 343575 108
31832 287204 145
31873 182711 74
31879 419107 91
31889 37670 17
31895 394430 176
31909 131353 113
31913 196546 83
31940 466990 205
32012 286214 135
32035 422154 117
32049 90858 129
32064 440702 117
32077 476436 127
32090 418880 202
32102 425106 81
32113 499753 157
32143 4687 26
32169 265560 19
32214 226866 40
32232 434826 184
32233 227532 31
32249 34862 189
32277 453373 45
32298 255136 172
32337 310775 74
32362 132868 16
32408 426234 147
32425 87831 81
32430 223057 62
32441 153304 30
32450 236772 115
32463 18114 80
32465 306756 62
32470 29893 57
32496 180220 153
32499 343171 147
32513 214266 189
32574 95669 67
32583 370190 159
32588 106160 20
32643 449149 9
32655 217638 72
32676 15333 135
32697 341924 46
32705 351442 63
32706 43125 21
32735 166253 201
32764 360536 189
32787 366990 6
32802 450867 53
32860 442990 88
32891 50424 101
32918 469870 59
32972 499086 157
32998 211494 177
33001 491761 18
33029 336796 108
33045 275973 162
33080 423356 10
33139 490443 184
33150 277228 39
33190 358476 32
33199 93419 210
33208 128636 154
33211 2680 208
33213 331620 191
33245 375726 97
33338 391961 67
33339 492065 133
33346 225036 114
33349 129371 5
33357 472911 141
33390 393951 15
33452 336398 41
33492 460038 126
33498 415643 69
33504 204473 104
33506 432118 165
33513 312384 56
33521 121583 23
33522 168714 189
33536 372466 97
33537 476976 180
33539 175843 47
33546 498902 51
33563 16994 30
33570 290788 68
33572 100832 93
33574 34599 109
33608 437769 117
33611 428468 23
33622 12661 73
33680 87452 133
33741 231525 144
33763 165012 188
33768 472113 133
33775 408860 151
33776 156092 15
33781 204223 57
33830 223142 105
33863 388074 61
33879 177358 124
33880 76958 195
33935 150582 177
33953 387590 41
33973 11816 140
34029 421378 157
34032 292032 208
34043 237674 138
34048 72225 77
34050 150324 43
34091 384238 9
34101 485191 137
34104 88216 125
34123 449630 208
34127 451932 123
34131 84880 135
34136 143898 64
34140 353796 49
34155 297458 149
34158 262920 47
34162 35748 170
34166 294699 212
34178 52418 205
34203 411996 161
34208 104953 99
34247 239204 85
34252 101469 41
34276 56834 116
34281 115768 179
34296 232930 31
34309 123229 203
34325 152708 85
34340 291182 142
34356 67566 197
34367 178669 90
34433 293358 126
34482 26740 165
34490 302520 21
34491 241957 199
34516 201824 160
34529 28082 89
34548 98962 141
34570 65683 86
34578 481089 3
34582 296962 148
34597 101560 134
34624 427026 193
34637 481284 76
34647 35002 61
34666 367998 17
34694 397994 67
34708 330410 149
34728 155550 198
34744 223320 120
34752 354975 77
34764 75136 187
34765 127067 124
34775 442738 203
34779 92112 69
34816 248206 196
34819 199392 100
34828 280014 64
34871 14630 187
34889 99477 57
34933 274290 81
34948 234124 121
34950 322298 37
34990 223743 72
35002 133848 110
35011 289069 111
35030 292581 181
35045 174472 38
35047 180241 163
35061 102318 182
35065 273146 65
35083 372975 154
35084 352018 169
35088 18037 186
35120 275766 119
35122 469722 76
35137 292028 7
35143 40015 85
35153 100176 17
35157 465037 107
35158 279070 201
35176 316030 189
35209 58666 127
35221 241008 47
35224 94388 147
35241 3940 107
35249 132276 12
35252 390053 158
35257 128034 68
35269 380242 185
35277 70543 49
35279 93937 166
35306 189955 41
35322 430773 53
35333 29448 179
35336 169562 157
35339 90191 209
35363 172456 27
35424 47592 135
35444 436426 24
35468 123146 101
35478 241244 199
35509 330230 42
35515 35548 210
35528 305244 87
35552 333618 121
35560 178158 75
35572 431238 7
35582 102206 201
35596 216832 68
35616 116064 18
35640 155376 132
35649 8428 93
35679 387954 129
35731 61844 32
35765 132394 153
35768 72699 83
35769 477892 152
35774 348364 123
35794 169364 137
35804 333041 111
35812 399444 13
35849 268690 47
35879 55771 10
35884 476824 209
35885 183206 111
35933 62538 93
35982 308840 95
35986 357326 113
35988 161594 10
35995 420756 19
36026 131944 62
36042 25560 3
36052 489188 86
36060 269700 86
36075 174725 17
36086 329290 202
36102 423851 68
36106 19210 202
36114 36655 171
36124 156412 40
36157 230602 33
36191 11774 146
36201 484343 163
36207 448009 105
36209 26058 10
36244 129792 153
36255 358022 90
36279 314532 26
36286 342076 201
36290 384088 71
36299 65599 119
36330 324348 13
36347 372554 68
36358 242369 187
36375 314226 167
36425 129103 153
36435 192696 60
36441 476260 173
36464 160326 66
36470 116241 20
36515 352574 113
36526 283022 156
36533 420674 77
36535 359580 132
36538 432820 17
36554 279186 92
36562 226798 39
36596 67064 173
36603 86865 86
36629 392402 97
36653 431108 147
36671 399199 36
36680 180384 65
36693 460877 172
36750 332680 82
36766 155251 204
36767 33412 119
36779 337188 77
36782 60325 69
36803 312539 193
36804 60070 192
36814 68846 28
36835 400154 105
36838 349952 26
36867 79210 90
36879 470900 101
36894 304580 159
36897 310771 121
36899 476861 136
36900 244161 159
36984 258770 173
37012 410854 43
37030 74654 7
37061 248824 32
37064 329930 173
37068 355712 33
37080 179094 167
37096 31575 124
37145 360351 84
37149 234026 143
37158 206560 33
37176 342053 127
37183 377633 126
37197 276670 79
37198 125996 87
37247 164094 203
37263 341898 107
37288 245959 93
37301 176650 53
37305 351480 50
37329 251908 181
37334 489467 8
37335 259860 123
37362 186567 70
37417 424373 58
37419 217962 76
37440 243318 100
37443 76006 46
37447 136515 57
37450 57052 141
37459 133347 168
37463 111549 103
37553 51842 172
37568 103820 118
37589 435485 63
37656 209036 203
37659 31087 194
37675 381368 153
37681 462611 85
37683 70236 23
37691 356164 5
37693 7744 57
37705 41733 101
37713 429462 161
37732 22901 203
37774 2259 60
37801 46688 137
37805 459498 160
37817 36462 59
37819 251533 199
37821 85702 14
37857 207834 177
37892 267770 145
37907 159808 45
37913 462311 209
37926 126172 189
37967 107312 104
37977 355676 53
37985 416360 116
38014 343940 64
38031 499915 197
38036 398672 5
38039 434148 144
38078 228680 171
38149 426752 213
38158 440106 151
38187 13644 56
38188 479766 11
38209 416927 75
38210 433734 9
38218 67448 11
38235 303130 219
38242 118682 203
38244 121786 136
38259 436351 68
38262 152010 43
38270 53454 109
38282 161071 141
38292 375040 179
38341 252608 58
38354 154947 128
38375 40316 151
38393 407958 39
38421 380814 52
38441 426848 166
38448 466667 45
38456 388409 13
38463 404446 36
38482 382408 145
38484 480205 135
38489 317210 197
38495 88366 127
38505 70288 153
38515 483946 105
38537 146965 160
38553 181367 203
38557 109118 156
38629 344487 107
38660 424973 174
38672 207014 164
38676 418058 17
38701 31624 189
38752 468254 177
38758 493240 21
38779 490244 9
38801 123964 87
38804 95736 20
38812 299620 79
38848 208377 138
38849 337952 199
38855 118896 17
38856 289206 210
38859 272740 93
38879 409890 91
38883 455481 156
38905 334165 131
38918 455134 135
38931 184786 188
38951 312446 186
38954 287656 81
38955 166569 9
38961 24657 29
38969 407694 119
38986 304722 28
38997 415131 22
39007 186702 59
39018 304734 21
39023 221397 39
39043 255000 161
39050 206791 1
39063 28760 53
39089 488599 172
39128 337830 77
39140 61093 150
39149 388048 70
39150 165412 157
39153 46651 35
39170 289756 168
39191 167946 211
39193 182750 42
39223 37220 75
39235 116628 133
39241 246907 76
39244 101422 112
39263 1138 40
39302 34018 157
39347 388890 19
39362 14662 28
39374 249292 191
39392 381324 10
39394 433993 21
39410 327208 60
39418 386641 49
39427 137103 209
39442 101120 86
39446 442752 103
39497 177874 131
39516 176711 62
39546 222772 171
39554 156593 17
39560 29136 89
39614 381517 114
39616 108150 53
39620 32088 198
39626 73156 98
39654 176928 202
39669 457458 204
39677 468342 53
39698 241102 117
39710 63460 175
39719 250912 119
39733 406593 113
39738 261104 183
39769 65292 57
39771 399881 17
39781 19647 205
39789 222236 41
39790 346579 148
39859 49306 135
39878 210868 137
39916 242284 17
39924 188724 173
39926 166011 169
39934 189290 78
39969 273072 125
39984 361530 166
40004 13356 91
40005 190069 83
40007 305119 73
40065 81044 36
40070 172476 160
40087 228119 193
40094 28066 171
40100 34248 125
40103 480672 195
40124 441846 138
40128 102542 65
40141 117035 1
40164 283843 141
40195 403071 2
40211 3206 151
40222 130662 86
40226 191724 149
40264 254135 55
40275 403974 109
40289 181587 86
40301 464220 62
40325 260324 19
40348 289364 4
40368 432189 109
40387 133806 7
40388 18138 187
40391 46702 99
40421 159057 72
40427 39966 177
40436 255209 207
40447 240830 149
40459 305868 105
40482 121410 95
40488 37276 101
40529 182412 117
40543 280983 15
40585 330492 125
40621 479670 202
40647 374538 211
40660 55472 55
40662 475381 40
40686 203444 24
40705 202112 161
40742 120572 54
40758 180534 163
40772 495316 3
40785 456251 11
40788 356819 155
40809 122344 32
40817 212349 159
40884 291979 39
40902 136025 197
40912 329754 23
40936 17453 187
40980 415952 34
41001 406275 153
41005 190340 17
41012 276354 55
41038 357615 65
41054 440790 103
41068 427008 201
41101 85254 15
41102 498366 209
41113 67931 169
41132 497507 33
41144 147794 5
41149 149646 94
41181 489002 34
41220 209525 125
41232 40911 153
41234 477404 207
41247 65892 91
41252 278998 123
41271 129739 189
41283 37798 47
41305 184223 167
41306 251464 200
41316 44058 50
41333 264350 183
41335 431540 141
41342 17622 48
41349 142147 127
41360 28412 137
41363 472050 120
41368 431190 141
41380 176386 147
41416 244858 43
41466 261368 27
41471 121225 28
41479 20693 142
41507 18750 35
41510 244887 144
41557 383758 99
41589 196580 139
41610 306606 69
41641 216566 11
41663 313249 209
41667 181246 5
41671 5082 62
41709 170777 57
41725 317055 85
41762 392731 74
41770 56356 138
41787 323706 19
41829 51680 211
41834 402045 201
41872 457220 56
41875 160922 147
41890 195028 191
41899 303731 101
41925 143092 83
41927 129544 80
41929 266323 119
41974 423794 189
41975 487657 33
41991 402952 101
41994 186795 123
42006 232307 123
42045 354361 190
42121 32776 13
42127 134846 163
42189 382138 153
42195 471451 39
42202 167258 17
42211 484282 211
42223 90964 33
42233 244374 132
42254 51485 17
42276 359648 67
42279 198479 179
42291 324047 126
42316 53582 113
42327 495683 126
42334 257676 129
42343 450148 180
42345 279576 164
42366 31866 67
42376 338230 195
42382 6806 1
42386 426787 203
42387 264474 56
42394 136988 125
42400 371476 133
42426 345938 84
42438 462069 181
42445 158241 3
42455 494152 174
42473 367940 104
42561 49414 121
42568 172332 111
42572 265717 125
42579 125089 78
42598 245034 17
42600 279616 168
42643 29134 7
42645 486278 149
42647 274464 194
42665 242805 59
42669 48275 137
42670 299504 47
42678 365765 147
42711 47912 144
42794 79334 118
42815 189464 191
42836 365993 207
42855 319201 76
42861 479248 81
42883 66415 45
42917 114685 46
42929 495934 7
42934 83994 140
42963 413858 37
42980 39692 120
42981 250694 58
42988 381753 53
42994 92130 156
43000 457744 25
43006 150108 6
43043 459858 85
43046 191928 91
43051 134048 101
43059 381070 71
43079 94522 50
43088 395700 158
43109 446593 121
43140 331772 165
43159 449819 32
43162 265346 209
43163 176292 16
43168 165074 5
43217 41492 125
43218 335450 73
43258 86603 135
43260 361624 135
43269 92217 55
43290 263959 133
43298 285172 85
43302 123060 41
43307 421508 134
43320 405156 135
43327 186800 194
43329 48262 120
43337 434160 157
43350 486911 153
43368 292474 108
43382 416133 13
43386 214558 45
43387 50563 127
43396 301375 179
43400 181116 152
43413 78322 183
43434 216618 64
43455 122658 41
43478 106004 77
43484 49541 204
43503 55669 33
43565 289792 116
43581 311558 81
43594 495833 209
43650 397827 36
43656 484084 41
43663 277728 111
43665 326419 127
43668 201715 64
43671 329961 191
43709 198275 102
43721 134060 194
43722 291546 163
43723 446462 100
43728 210548 39
43734 417294 207
43773 398040 60
43804 369164 171
43818 296059 147
43826 382992 29
43840 433187 150
43852 317326 22
43898 57616 57
43899 405610 74
43937 273818 125
43938 143108 144
43940 121028 165
43946 347010 53
43949 394248 37
43962 294890 53
43982 148538 48
43990 247183 142
43991 176336 129
44011 290433 168
44058 105732 181
44069 39350 75
44074 142102 35
44083 10040 196
44093 217195 59
44103 247606 35
44126 279148 88
44135 289464 96
44150 496888 74
44152 335856 102
44155 256693 43
44161 221024 176
44167 198712 105
44187 113971 105
44189 343586 104
44198 366305 44
44258 30664 7
44266 375738 96
44272 374455 117
44285 118490 166
44287 116928 87
44289 36694 31
44290 114772 9
44292 40218 172
44304 340879 148
44307 350440 175
44311 143017 129
44346 74815 51
44349 53837 184
44356 363670 72
44397 206824 29
44398 26270 166
44400 4339 69
44402 321793 131
44423 472278 33
44431 163577 39
44436 315742 184
44441 338247 72
44445 42792 87
44467 299816 65
44502 13327 206
44512 432003 18
44547 301830 137
44567 383856 177
44582 391779 154
44595 336172 129
44609 475196 23
44613 66728 107
44614 93828 6
44615 251433 93
44623 74731 25
44635 318336 195
44646 392187 29
44682 377194 139
44699 22026 183
44723 381016 99
44736 187015 117
44757 337706 18
44760 333218 34
44763 471269 207
44771 221599 24
44785 326299 85
44798 242625 6
44813 145386 180
44849 70644 63
44850 226784 81
44853 47609 194
44861 404318 61
44881 443198 83
44883 1533 29
44932 323136 119
44946 452916 141
44953 189240 212
44958 351841 83
44994 349334 113
45018 430195 158
45045 395639 25
45046 499868 57
45057 5896 57
45083 321456 97
45143 422746 174
45167 79072 195
45182 73702 149
45186 359133 52
45193 492773 117
45195 192216 30
45214 323970 167
45346 356778 111
45350 234992 33
45373 456513 117
45374 199356 128
45380 52657 138
45384 124518 161
45414 484274 134
45416 3210 209
45418 332706 92
45423 49246 193
45441 237758 129
45457 438415 53
45487 269327 27
45521 403333 15
45549 325106 151
45572 213448 13
45574 32051 82
45586 112298 189
45656 116883 139
45679 177432 65
45717 218793 159
45721 457059 137
45730 137592 196
45751 194526 51
45769 112846 16
45775 451082 183
45812 461908 133
45825 477946 43
45829 30408 14
45830 201869 37
45834 483385 169
45850 171527 102
45855 497690 165
45858 270672 23
45881 116304 179
45916 275864 206
45932 294640 103
45944 196572 9
45964 406233 203
45970 95216 62
46004 206480 95
46010 202495 145
46013 399657 118
46022 330600 97
46032 153901 214
46047 423488 105
46057 70441 139
46085 241712 79
46147 181056 86
46157 263674 39
46162 206181 195
46184 486728 19
46197 176706 114
46203 297949 62
46205 486941 32
46266 315445 127
46299 406854 110
46312 169442 70
46318 294740 215
46323 279530 59
46343 274102 190
46345 41699 120
46348 53196 49
46350 220380 24
46371 156646 37
46386 89024 132
46403 227967 71
46422 146805 75
46429 420298 162
46432 372372 49
46437 333772 153
46458 287654 159
46480 75206 121
46492 326997 132
46494 57864 58
46515 273280 173
46562 344000 179
46578 318620 26
46582 252506 171
46595 38417 76
46624 499540 44
46648 497128 4
46654 109290 185
46659 259289 103
46663 29386 135
46670 62183 67
46673 372888 189
46698 63203 88
46709 196473 159
46711 23395 129
46715 226836 65
46721 7080 200
46731 255574 68
46739 70910 108
46748 419034 86
46763 380026 29
46804 415906 55
46833 404236 207
46847 453921 137
